StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q51,Q52,Q78,Q1,Q35,Q49,Q50,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q28_10,Q28_11,Q28_12,Q28_13,Q28_14,Q28_15,Q28_16,Q28_17,Q28_18,Q28_19,Q28_20,Q28_21,Q28_22,Q28_23,Q28_24,Q28_25,Q28_26,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q55_1,Q55_2,Q55_3,Q55_4,Q55_5,Q55_6,Q55_7,Q55_8,Q55_9,Q55_10,Q178_1,Q178_2,Q178_3,Q178_4,Q178_5,Q178_6,Q178_7,Q178_8,Q178_9,Q178_10,Q56_1,Q56_2,Q56_3,Q56_4,Q56_5,Q56_6,Q56_7,Q56_8,Q56_9,Q56_10,Yes Q57_1,Yes Q57_2,Yes Q57_3,Yes Q57_4,Yes Q57_5,Yes Q57_6,Yes Q57_7,Yes Q57_8,Yes Q57_9,Yes Q57_10,Q75,Yes Q65_1,Yes Q65_2,Yes Q65_3,Yes Q65_4,Yes Q65_5,Yes Q65_6,Yes Q65_7,Yes Q65_8,Yes Q65_9,Yes Q65_10,Q60_1,Q60_2,Q60_3,Q60_4,Q60_5,Q60_6,Q60_7,Q60_8,Q60_9,Q60_10,Q61_1,Q61_2,Q61_3,Q61_4,Q61_5,Q61_6,Q61_7,Q61_8,Q61_9,Q61_10,Q62_1,Q62_2,Q62_3,Q62_4,Q62_5,Q62_6,Q62_7,Q62_8,Q62_9,Q62_10,Q76,Q67_1,Q67_2,Q67_3,Q67_4,Q67_5,Q67_6,Q67_7,Q67_8,Q67_9,Q67_10,Q68_1,Q68_2,Q68_3,Q68_4,Q68_5,Q68_6,Q68_7,Q68_8,Q68_9,Q68_10,Q69_1,Q69_2,Q69_3,Q69_4,Q69_5,Q69_6,Q69_7,Q69_8,Q69_9,Q69_10,Q70_1,Q70_2,Q70_3,Q70_4,Q70_5,Q70_6,Q70_7,Q70_8,Q70_9,Q70_10,Q50,PROLIFIC_PID
"{""ImportId"":""startDate"",""timeZone"":""Europe/London""}","{""ImportId"":""endDate"",""timeZone"":""Europe/London""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""Europe/London""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID224_TEXT""}","{""ImportId"":""QID66""}","{""ImportId"":""QID257""}","{""ImportId"":""QID3""}","{""ImportId"":""QID176_TEXT""}","{""ImportId"":""QID229""}","{""ImportId"":""QID230""}","{""ImportId"":""QID28_1""}","{""ImportId"":""QID28_2""}","{""ImportId"":""QID28_3""}","{""ImportId"":""QID28_4""}","{""ImportId"":""QID28_5""}","{""ImportId"":""QID28_6""}","{""ImportId"":""QID28_7""}","{""ImportId"":""QID28_8""}","{""ImportId"":""QID28_9""}","{""ImportId"":""QID28_10""}","{""ImportId"":""QID28_11""}","{""ImportId"":""QID28_12""}","{""ImportId"":""QID28_13""}","{""ImportId"":""QID28_14""}","{""ImportId"":""QID28_20""}","{""ImportId"":""QID28_21""}","{""ImportId"":""QID28_22""}","{""ImportId"":""QID28_23""}","{""ImportId"":""QID28_24""}","{""ImportId"":""QID28_25""}","{""ImportId"":""QID28_26""}","{""ImportId"":""QID28_27""}","{""ImportId"":""QID28_28""}","{""ImportId"":""QID28_29""}","{""ImportId"":""QID28_30""}","{""ImportId"":""QID28_31""}","{""ImportId"":""QID29_1""}","{""ImportId"":""QID29_2""}","{""ImportId"":""QID29_3""}","{""ImportId"":""QID29_4""}","{""ImportId"":""QID29_5""}","{""ImportId"":""QID235_1""}","{""ImportId"":""QID235_2""}","{""ImportId"":""QID235_3""}","{""ImportId"":""QID235_4""}","{""ImportId"":""QID235_5""}","{""ImportId"":""QID235_7""}","{""ImportId"":""QID235_8""}","{""ImportId"":""QID235_9""}","{""ImportId"":""QID235_10""}","{""ImportId"":""QID235_11""}","{""ImportId"":""QID178_12""}","{""ImportId"":""QID178_13""}","{""ImportId"":""QID178_14""}","{""ImportId"":""QID178_15""}","{""ImportId"":""QID178_16""}","{""ImportId"":""QID178_18""}","{""ImportId"":""QID178_19""}","{""ImportId"":""QID178_20""}","{""ImportId"":""QID178_21""}","{""ImportId"":""QID178_24""}","{""ImportId"":""QID236_25""}","{""ImportId"":""QID236_26""}","{""ImportId"":""QID236_27""}","{""ImportId"":""QID236_28""}","{""ImportId"":""QID236_29""}","{""ImportId"":""QID236_30""}","{""ImportId"":""QID236_31""}","{""ImportId"":""QID236_32""}","{""ImportId"":""QID236_33""}","{""ImportId"":""QID236_35""}","{""ImportId"":""QID237_48""}","{""ImportId"":""QID237_37""}","{""ImportId"":""QID237_38""}","{""ImportId"":""QID237_39""}","{""ImportId"":""QID237_40""}","{""ImportId"":""QID237_41""}","{""ImportId"":""QID237_42""}","{""ImportId"":""QID237_47""}","{""ImportId"":""QID237_45""}","{""ImportId"":""QID237_23""}","{""ImportId"":""QID255""}","{""ImportId"":""QID231_1""}","{""ImportId"":""QID231_2""}","{""ImportId"":""QID231_3""}","{""ImportId"":""QID231_4""}","{""ImportId"":""QID231_5""}","{""ImportId"":""QID231_7""}","{""ImportId"":""QID231_8""}","{""ImportId"":""QID231_9""}","{""ImportId"":""QID231_10""}","{""ImportId"":""QID231_11""}","{""ImportId"":""QID240_12""}","{""ImportId"":""QID240_13""}","{""ImportId"":""QID240_14""}","{""ImportId"":""QID240_15""}","{""ImportId"":""QID240_16""}","{""ImportId"":""QID240_18""}","{""ImportId"":""QID240_19""}","{""ImportId"":""QID240_20""}","{""ImportId"":""QID240_21""}","{""ImportId"":""QID240_24""}","{""ImportId"":""QID241_25""}","{""ImportId"":""QID241_26""}","{""ImportId"":""QID241_27""}","{""ImportId"":""QID241_28""}","{""ImportId"":""QID241_29""}","{""ImportId"":""QID241_30""}","{""ImportId"":""QID241_31""}","{""ImportId"":""QID241_32""}","{""ImportId"":""QID241_33""}","{""ImportId"":""QID241_35""}","{""ImportId"":""QID242_48""}","{""ImportId"":""QID242_37""}","{""ImportId"":""QID242_38""}","{""ImportId"":""QID242_39""}","{""ImportId"":""QID242_40""}","{""ImportId"":""QID242_41""}","{""ImportId"":""QID242_42""}","{""ImportId"":""QID242_47""}","{""ImportId"":""QID242_45""}","{""ImportId"":""QID242_23""}","{""ImportId"":""QID256""}","{""ImportId"":""QID247_1""}","{""ImportId"":""QID247_2""}","{""ImportId"":""QID247_3""}","{""ImportId"":""QID247_4""}","{""ImportId"":""QID247_5""}","{""ImportId"":""QID247_7""}","{""ImportId"":""QID247_8""}","{""ImportId"":""QID247_9""}","{""ImportId"":""QID247_10""}","{""ImportId"":""QID247_11""}","{""ImportId"":""QID248_12""}","{""ImportId"":""QID248_13""}","{""ImportId"":""QID248_14""}","{""ImportId"":""QID248_15""}","{""ImportId"":""QID248_16""}","{""ImportId"":""QID248_18""}","{""ImportId"":""QID248_19""}","{""ImportId"":""QID248_20""}","{""ImportId"":""QID248_21""}","{""ImportId"":""QID248_24""}","{""ImportId"":""QID249_25""}","{""ImportId"":""QID249_26""}","{""ImportId"":""QID249_27""}","{""ImportId"":""QID249_28""}","{""ImportId"":""QID249_29""}","{""ImportId"":""QID249_30""}","{""ImportId"":""QID249_31""}","{""ImportId"":""QID249_32""}","{""ImportId"":""QID249_33""}","{""ImportId"":""QID249_35""}","{""ImportId"":""QID250_48""}","{""ImportId"":""QID250_37""}","{""ImportId"":""QID250_38""}","{""ImportId"":""QID250_39""}","{""ImportId"":""QID250_40""}","{""ImportId"":""QID250_41""}","{""ImportId"":""QID250_42""}","{""ImportId"":""QID250_47""}","{""ImportId"":""QID250_45""}","{""ImportId"":""QID250_23""}","{""ImportId"":""QID223_TEXT""}","{""ImportId"":""PROLIFIC_PID""}"
