"","subjectID","Age","Gender","Occupation","Education","Ethnicity","DoPLSum","dominanceSum","prestigeSum","leadershipSum","UMSSum","UMSIntimacySum","UMSAffiliationSum","riskSum","riskPerceptionSum","riskBenefitSum","ethicalQuestionsRiskSum","financialQuestionsRiskSum","healthAndSafetyQuestionsRiskSum","recreationalQuestionsRiskSum","socialQuestionsRiskSum","ethicalQuestionsBenefitSum","financialQuestionsBenefitSum","healthAndSafetyQuestionsBenefitSum","recreationalQuestionsBenefitSum","socialQuestionsBenefitSum","ethicalQuestionsPerceptionSum","financialQuestionsPerceptionSum","healthAndSafetyQuestionsPerceptionSum","recreationalQuestionsPerceptionSum","socialQuestionsPerceptionSum","ethicalpreference.riskBenefit_7","ethicalpreference.riskBenefit_10","ethicalpreference.riskBenefit_11","ethicalpreference.riskBenefit_21","ethicalpreference.riskBenefit_28","ethicalpreference.riskBenefit_29","ethicalpreference.riskBenefit_39","ethicalpreference.riskBenefit_40"
"97","97",-0.20022829,"0","Student","3","3", 0.21240943, 0.61831756, 0.11656199,-0.25901623, 0.90111035, 0.5919188, 0.91174074, 0.29905019, 0.03802135, 1.29600181, 0.07267802, 0.66049506, 0.1146287, 0.15260297, 0.91698242, 1.15077058, 1.21783820, 0.76204993, 1.68351233, 0.91698242, 0.52072453, 0.06263846, 0.07507456, 0.02322842,-0.50590462,1.8037551,0.7546479,1.0951644,0.6810331,2.2178865,0.1932868,0.7546479,0.7546479
"98","98", 0.12551624,"0","consultant","5","3", 0.71764042, 0.25991939,-0.31471736, 1.50483660,-0.38123899,-0.2044810,-0.40748190,-0.43987006,-0.77554389, 1.19903100,-0.43152572,-0.03996626,-0.9240475,-0.31147730, 0.91698242, 1.38386462, 1.21783820, 0.76204993, 1.01532448, 0.91698242,-1.71095204,-0.40088617, 0.50242203,-0.62136025,-1.16141528,1.3160089,2.3651162,0.8282627,1.3160089,0.7546479,0.8282627,1.2423941,0.8282627
"99","99",-0.20022829,"0","Student","4","3",-1.30328356,-0.81527511,-1.60855540,-0.61178679,-1.52110508,-1.3990809,-1.34978378,-0.55355010,-0.36876127,-0.78887067,-0.17942385, 0.19352085,-0.4047094,-0.77555758,-0.93365482,-0.94707579,-0.48372874,-0.60963994,-0.54378050,-0.93365482,-0.37194610, 0.06263846, 0.28874829,-1.05108603,-0.50590462,1.3160089,0.8282627,0.6810331,0.1932868,0.2669017,0.2669017,0.3405165,0.2669017
"100","100",-0.85171735,"0","Student","4","3", 0.88605076, 1.15591481, 0.11656199, 0.62291019, 0.75862709, 0.1937189, 0.91174074,-0.09882994, 0.34310831,-0.69189985, 0.07267802,-0.74042759, 0.3742977, 1.54484381,-0.52240210,-0.48088771,-0.86185473, 0.30481997,-1.43469764,-0.52240210, 0.07438922, 0.52616310,-0.13859918, 0.45295420, 0.58661314,0.8282627,0.8282627,0.1196720,1.2423941,1.2423941,0.2669017,0.1932868,0.2669017
"101","101",-0.63455433,"0","Student","3","3", 0.38081976, 0.08072031, 0.97912068,-0.08263094, 0.04621079, 0.1937189,-0.03056114, 0.24221017,-0.16536996,-0.30401660, 0.07267802,-0.27345337,-0.4047094, 0.15260297, 0.09447698,-0.71398175,-0.29466575,-0.38102496,-0.09832194, 0.09447698, 0.29755688,-0.16912386,-0.56594666, 0.66781709,-0.94291173,1.3160089,1.7301403,0.1196720,0.1932868,0.4141314,0.1932868,0.2669017,0.1932868
"102","102",-0.52597282,"1","Student","3","3",-0.54543707, 0.43911848, 0.33220166,-1.84648377, 0.47366057, 1.3883187,-0.03056114, 1.54953062,-0.82639172,-0.06158957, 1.33318736, 0.66049506, 2.4516501, 0.84872339,-0.11114938,-0.01469962, 0.08346024, 0.07620499,-0.32105122,-0.11114938,-0.59511375,-0.16912386,-0.13859918,-1.69567470,-0.94291173,1.3896238,0.8282627,0.6810331,0.7546479,1.8773700,0.2669017,0.1932868,0.1932868
"103","103",-0.52597282,"0","self-employed","4","3", 1.64389725, 1.87271114, 0.97912068, 0.79929547, 0.47366057,-0.2044810, 0.72328036, 2.28845087,-1.58910913, 1.15054559, 1.33318736, 1.82793061, 1.9323120, 2.70504450, 1.32823514, 1.15077058, 0.46158623, 0.76204993, 1.46078305, 1.32823514,-1.93411970,-1.32793545,-0.99329413,-1.48081181,-1.16141528,1.8037551,1.3896238,1.2423941,1.3160089,1.3896238,0.6810331,0.3405165,0.9018776
"104","104",-0.41739131,"0","Electrical technician","3","3", 0.04399910, 0.25991939, 0.76348100,-0.78817207, 0.61614383, 0.5919188, 0.53481999, 0.52641027,-0.01282648, 0.76266234,-0.17942385,-0.03996626, 0.8936358, 0.15260297, 1.73948786,-0.48088771, 0.65064922, 0.76204993, 0.56986592, 1.73948786, 0.96705985, 0.52616310, 0.07507456,-0.83622314,-0.72440817,1.8773700,0.2669017,0.6074182,0.1196720,1.3160089,0.1196720,0.1932868,0.1932868
"105","105",-0.52597282,"1","Student","4","3",-0.29282157,-0.81527511, 0.76348100,-0.43540151, 0.61614383, 0.5919188, 0.53481999, 0.46957025, 1.00413007, 0.81114774, 0.07267802, 0.42700796, 1.4129739,-0.07943716, 0.50572970, 0.45148846, 1.02877521, 0.99066491, 0.56986592, 0.50572970, 0.74389219, 0.75792542, 1.14344324, 0.88267998, 0.80511669,1.1687793,0.8282627,1.1687793,1.2423941,1.2423941,0.1932868,0.2669017,0.6074182
"106","106",-0.41739131,"0","none","3","8", 1.22287142, 1.33511389, 0.54784133, 0.79929547, 0.33117731, 0.1937189, 0.34635961, 1.09481046, 0.13971700, 1.63539965, 1.33318736, 0.89398217, 0.1146287, 1.54484381, 1.73948786, 1.15077058, 1.78502718, 0.53343495, 1.90624162, 1.73948786, 0.07438922, 0.52616310,-0.56594666,-0.40649736, 1.02362024,2.1442717,0.6074182,1.6565255,2.0706568,0.4141314,0.4141314,0.4141314,0.6810331
"107","107",-0.85171735,"0","Student","2","3", 1.98071791, 1.33511389, 1.41040002, 1.68122188,-0.66620551, 0.9901188,-1.34978378,-0.32619002,-0.92808737, 0.47174990,-0.17942385,-1.20740180, 0.8936358,-0.54351744,-0.11114938, 0.45148846, 0.27252323, 0.76204993, 0.79259520,-0.11114938,-0.59511375, 0.06263846,-1.84798908,-0.40649736,-1.16141528,1.2423941,0.9018776,1.6565255,0.7546479,0.8282627,0.1932868,0.8282627,0.7546479
"108","108",-0.85171735,"0","developer","3","3", 0.54923009,-0.27767786, 0.54784133, 0.97568075,-0.09627247,-0.2044810,-0.03056114,-0.49671008,-0.26706562, 0.03538124,-0.68362759,-0.03996626,-0.9240475,-0.54351744, 0.91698242,-0.24779367,-0.10560275,-0.38102496,-0.09832194, 0.91698242,-0.37194610, 0.06263846,-0.56594666,-0.19163447,-0.06889752,1.7301403,0.4141314,0.1932868,0.1196720,0.6810331,0.3405165,1.3160089,0.8282627
"109","109",-0.96029886,"1","student","3","3", 1.05446109, 1.51431298, 0.11656199, 0.62291019, 0.18869405, 1.3883187,-0.40748190,-0.26935000, 0.08886918,-0.69189985, 0.07267802,-0.74042759, 0.3742977,-1.00759772,-0.93365482,-0.71398175,-0.48372874, 0.07620499,-0.98923907,-0.93365482, 0.07438922,-0.16912386,-0.77962039, 1.09754287, 0.14960604,0.1932868,0.8282627,0.6074182,1.3896238,0.1196720,0.1932868,0.8282627,0.3405165
"110","110",-0.09164678,"0","Lawyer","4","7", 0.12820426,-0.99447419,-0.31471736, 1.50483660, 0.75862709, 1.3883187, 0.34635961,-0.32619002, 0.95328224, 0.27780827,-0.68362759,-0.27345337,-0.9240475, 0.61668325,-0.11114938, 1.15077058, 0.46158623,-0.15240999,-0.09832194,-0.11114938, 1.19022750, 0.98968774, 0.50242203, 0.23809131, 1.24212380,2.2178865,1.8037551,1.6565255,0.6074182,0.6810331,0.1932868,0.6810331,0.1932868
"111","111",-0.74313584,"0","IT","3","3", 1.81230758, 1.15591481, 1.84167937, 1.15206604, 2.32594295, 1.3883187, 2.41942376, 0.69693033, 0.08886918, 0.76266234, 0.07267802, 2.06141771, 0.1146287, 0.61668325, 0.30010334, 0.68458250, 1.40690119, 0.53343495, 0.34713663, 0.30010334, 0.96705985,-0.63264849,-0.35227292, 0.45295420,-0.06889752,2.2178865,0.9018776,2.0706568,0.7546479,0.8282627,0.1196720,0.1196720,0.1196720
